mapTarget,mapTargetName
S61.019?,"Laceration without foreign body of unspecified thumb without damage to nail, episode of care unspecified"
M12.50,"Traumatic arthropathy, unspecified site"
S20.309?,"Unspecified superficial injuries of unspecified front wall of thorax, episode of care unspecified"
S60.939?,"Unspecified superficial injury of unspecified thumb, episode of care unspecified"
S70.919?,"Unspecified superficial injury of unspecified hip, episode of care unspecified"
S70.929?,"Unspecified superficial injury of unspecified thigh, episode of care unspecified"
S90.219?,"Contusion of unspecified great toe with damage to nail, episode of care unspecified"
J95.04,Tracheo-esophageal fistula following tracheostomy
V80.010?,"Animal-rider injured by fall from or being thrown from horse in noncollision accident, episode of care unspecified"
H54.42A5,"Blindness left eye category 5, normal vision right eye"
H54.62,"Unqualified visual loss, left eye, normal vision right eye"
H54.61,"Unqualified visual loss, right eye, normal vision left eye"
H54.415?,"Blindness right eye category 5, normal vision left eye"
R46.6,Undue concern and preoccupation with stressful events
R46.7,Verbosity and circumstantial detail obscuring reason for contact
R40.1,Stupor
R46.4,Slowness and poor responsiveness
R68.84,Jaw pain
R19.05,"Periumbilic swelling, mass or lump"
R74.02,Elevation of levels of lactic acid dehydrogenase [LDH]
R78.0,Finding of alcohol in blood
Y90.9,"Presence of alcohol in blood, level not specified"
R78.2,Finding of cocaine in blood
R78.3,Finding of hallucinogen in blood
R78.6,Finding of steroid agent in blood
R29.1,Meningismus
R87.7,Abnormal histological findings in specimens from female genital organs
R83.4,Abnormal immunological findings in cerebrospinal fluid
R87.4,Abnormal immunological findings in specimens from female genital organs
R86.4,Abnormal immunological findings in specimens from male genital organs
R83.0,Abnormal level of enzymes in cerebrospinal fluid
O99.815,Abnormal glucose complicating the puerperium
O99.814,Abnormal glucose complicating childbirth
R85.1,Abnormal level of hormones in specimens from digestive organs and abdominal cavity
R86.1,Abnormal level of hormones in specimens from male genital organs
R83.1,Abnormal level of hormones in cerebrospinal fluid
R87.1,Abnormal level of hormones in specimens from female genital organs
R84.1,Abnormal level of hormones in specimens from respiratory organs and thorax
R78.79,Finding of abnormal level of heavy metals in blood
C83.10,"Mantle cell lymphoma, unspecified site"
C83.17,"Mantle cell lymphoma, spleen"
Q93.7,Deletions with other complex rearrangements
Y37.90X?,"Military operations, unspecified, episode of care unspecified"
F33.8,Other recurrent depressive disorders
Z81.0,Family history of intellectual disabilities
Q40.9,"Congenital malformation of upper alimentary tract, unspecified"
C78.80,Secondary malignant neoplasm of unspecified digestive organ
T86.93,Unspecified transplanted organ and tissue infection
R41.2,Retrograde amnesia
Q82.6,Congenital sacral dimple
S83.202?,"Bucket-handle tear of unspecified meniscus, current injury, unspecified knee, episode of care unspecified"
S46.919?,"Strain of unspecified muscle, fascia and tendon at shoulder and upper arm level, unspecified arm, episode of care unspecified"
S72.113?,"Displaced fracture of greater trochanter of unspecified femur, episode of care unspecified"
S72.123?,"Displaced fracture of lesser trochanter of unspecified femur, episode of care unspecified"
Q72.53,"Longitudinal reduction defect of tibia, bilateral"
P10.8,Other intracranial lacerations and hemorrhages due to birth injury
C00.2,"Malignant neoplasm of external lip, unspecified"
T83.028?,"Displacement of other urinary catheter, episode of care unspecified"
T83.198?,"Other mechanical complication of other urinary devices and implants, episode of care unspecified"
S38.03X?,"Crushing injury of vulva, episode of care unspecified"
S61.049?,"Puncture wound with foreign body of unspecified thumb without damage to nail, episode of care unspecified"
S61.029?,"Laceration with foreign body of unspecified thumb without damage to nail, episode of care unspecified"
S91.219?,"Laceration without foreign body of unspecified toe(s) with damage to nail, episode of care unspecified"
S04.819?,"Injury of olfactory [1st ] nerve, unspecified side, episode of care unspecified"
S01.139?,"Puncture wound without foreign body of unspecified eyelid and periocular area, episode of care unspecified"
I27.89,Other specified pulmonary heart diseases
Z85.850,Personal history of malignant neoplasm of thyroid
A68.9,"Relapsing fever, unspecified"
Z71.85,Encounter for immunization safety counseling
B97.29,Other coronavirus as the cause of diseases classified elsewhere
A36.9,"Diphtheria, unspecified"
F40.241,Acrophobia
M25.829,"Other specified joint disorders, unspecified elbow"
S66.309?,"Unspecified injury of extensor muscle, fascia and tendon of unspecified finger at wrist and hand level, episode of care unspecified"
S66.109?,"Unspecified injury of flexor muscle, fascia and tendon of unspecified finger at wrist and hand level, episode of care unspecified"
S56.209?,"Unspecified injury of other flexor muscle, fascia and tendon at forearm level, unspecified arm, episode of care unspecified"
S56.499?,"Other injury of extensor muscle, fascia and tendon of unspecified finger at forearm level, episode of care unspecified"
M93.979,"Osteochondropathy, unspecified, unspecified ankle and foot"
M93.949,"Osteochondropathy, unspecified, unspecified hand"
P29.4,Transient myocardial ischemia in newborn
P76.1,Transitory ileus of newborn
P24.00,Meconium aspiration without respiratory symptoms
P24.9,"Neonatal aspiration, unspecified"
P28.49,Other apnea of newborn
P28.43,Mixed neonatal apnea of newborn
P28.42,Obstructive apnea of newborn
P70.9,"Transitory disorder of carbohydrate metabolism of newborn, unspecified"
P93.0,Grey baby syndrome
P10.9,Unspecified intracranial laceration and hemorrhage due to birth injury
P91.9,"Disturbance of cerebral status of newborn, unspecified"
P91.3,Neonatal cerebral irritability
P07.00,"Extremely low birth weight newborn, unspecified weight"
P59.0,Neonatal jaundice associated with preterm delivery
P12.9,"Birth injury to scalp, unspecified"
T36.2X5?,"Adverse effect of chloramphenicol group, episode of care unspecified"
P37.3,Congenital falciparum malaria
P23.0,Congenital pneumonia due to viral agent
C44.691,"Other specified malignant neoplasm of skin of unspecified upper limb, including shoulder"
C7A.092,Malignant carcinoid tumor of the stomach
D37.1,Neoplasm of uncertain behavior of stomach
N89.0,Mild vaginal dysplasia
N89.1,Moderate vaginal dysplasia
N90.0,Mild vulvar dysplasia
N90.1,Moderate vulvar dysplasia
T85.71X?,"Infection and inflammatory reaction due to peritoneal dialysis catheter, episode of care unspecified"
D17.39,Benign lipomatous neoplasm of skin and subcutaneous tissue of other sites
C04.9,"Malignant neoplasm of floor of mouth, unspecified"
C32.9,"Malignant neoplasm of larynx, unspecified"
T39.392?,"Poisoning by other nonsteroidal anti-inflammatory drugs [NSAID], intentional self-harm, episode of care unspecified"
T80.40X?,"Rh incompatibility reaction due to transfusion of blood or blood products, unspecified, episode of care unspecified"
L12.31,Epidermolysis bullosa due to drug
L12.30,"Acquired epidermolysis bullosa, unspecified"
I60.31,Nontraumatic subarachnoid hemorrhage from right posterior communicating artery
I60.32,Nontraumatic subarachnoid hemorrhage from left posterior communicating artery
Y80.1,Therapeutic (nonsurgical) and rehabilitative physical medicine devices associated with adverse incidents
G25.1,Drug-induced tremor
M75.30,Calcific tendinitis of unspecified shoulder
P28.0,Primary atelectasis of newborn
H81.399,"Other peripheral vertigo, unspecified ear"
C91.00,Acute lymphoblastic leukemia not having achieved remission
C91.01,"Acute lymphoblastic leukemia, in remission"
C92.20,"Atypical chronic myeloid leukemia, BCR/ABL-negative, not having achieved remission"
D46.C,Myelodysplastic syndrome with isolated del(5q) chromosomal abnormality
C94.21,"Acute megakaryoblastic leukemia, in remission"
E88.3,Tumor lysis syndrome
C84.90,"Mature T/NK-cell lymphomas, unspecified, unspecified site"
C86.2,Enteropathy-type (intestinal) T-cell lymphoma
C83.99,"Non-follicular (diffuse) lymphoma, unspecified, extranodal and solid organ sites"
C82.99,"Follicular lymphoma, unspecified, extranodal and solid organ sites"
C48.2,"Malignant neoplasm of peritoneum, unspecified"
C84.09,"Mycosis fungoides, extranodal and solid organ sites"
L56.1,Drug photoallergic response
E50.1,Vitamin A deficiency with Bitot's spot and conjunctival xerosis
E50.0,Vitamin A deficiency with conjunctival xerosis
K90.1,Tropical sprue
M49.88,"Spondylopathy in diseases classified elsewhere, sacral and sacrococcygeal region"
G11.0,Congenital nonprogressive ataxia
G80.4,Ataxic cerebral palsy
J18.1,"Lobar pneumonia, unspecified organism"
Q72.20,"Congenital absence of both lower leg and foot, unspecified lower limb"
Z46.3,Encounter for fitting and adjustment of dental prosthetic device
M26.220,Open anterior occlusal relationship
M26.57,Lack of posterior occlusal support
T17.998?,"Other foreign object in respiratory tract, part unspecified causing other injury, episode of care unspecified"
Z65.2,Problems related to release from prison
F20.81,Schizophreniform disorder
H16.339,"Sclerosing keratitis, unspecified eye"
M26.69,Other specified disorders of temporomandibular joint
G44.86,Cervicogenic headache
N94.0,Mittelschmerz
M99.01,Segmental and somatic dysfunction of cervical region
M54.81,Occipital neuralgia
M99.02,Segmental and somatic dysfunction of thoracic region
M99.03,Segmental and somatic dysfunction of lumbar region
T82.848?,"Pain due to vascular prosthetic devices, implants and grafts, episode of care unspecified"
A06.6,Amebic brain abscess
Q79.62,Hypermobile Ehlers-Danlos syndrome
A06.4,Amebic liver abscess
O90.6,Postpartum mood disturbance
L74.0,Miliaria rubra
T67.3XX?,"Heat exhaustion, anhydrotic, episode of care unspecified"
F14.921,"Cocaine use, unspecified with intoxication delirium"
F14.929,"Cocaine use, unspecified with intoxication, unspecified"
G47.01,Insomnia due to medical condition
G83.81,Brown-Séquard syndrome
N48.81,Thrombosis of superficial vein of penis
N73.2,Unspecified parametritis and pelvic cellulitis
G40.821,"Epileptic spasms, not intractable, with status epilepticus"
F55.4,Abuse of vitamins
F55.1,Abuse of herbal or folk remedies
F55.0,Abuse of antacids
A05.9,"Bacterial foodborne intoxication, unspecified"
O36.80X0,"Pregnancy with inconclusive fetal viability, not applicable or unspecified"
K83.4,Spasm of sphincter of Oddi
M25.00,"Hemarthrosis, unspecified joint"
M41.30,"Thoracogenic scoliosis, site unspecified"
G83.0,Diplegia of upper limbs
F72,Severe intellectual disabilities
T84.038?,"Mechanical loosening of other internal prosthetic joint, episode of care unspecified"
S62.133?,"Displaced fracture of capitate [os magnum] bone, unspecified wrist, episode of care unspecified"
S52.043?,"Displaced fracture of coronoid process of unspecified ulna, episode of care unspecified"
S39.011?,"Strain of muscle, fascia and tendon of abdomen, episode of care unspecified"
S76.819?,"Strain of other specified muscles, fascia and tendons at thigh level, unspecified thigh, episode of care unspecified"
S96.199?,"Other specified injury of muscle and tendon of long extensor muscle of toe at ankle and foot level, unspecified foot, episode of care unspecified"
C74.90,Malignant neoplasm of unspecified part of unspecified adrenal gland
E41,Nutritional marasmus
Q53.00,"Ectopic testis, unspecified"
A18.10,"Tuberculosis of genitourinary system, unspecified"
H43.312,"Vitreous membranes and strands, left eye"
H43.311,"Vitreous membranes and strands, right eye"
H43.313,"Vitreous membranes and strands, bilateral"
H43.319,"Vitreous membranes and strands, unspecified eye"
N02.5,Recurrent and persistent hematuria with diffuse mesangiocapillary glomerulonephritis
N02.2,Recurrent and persistent hematuria with diffuse membranous glomerulonephritis
N02.0,Recurrent and persistent hematuria with minor glomerular abnormality
N02.3,Recurrent and persistent hematuria with diffuse mesangial proliferative glomerulonephritis
N02.1,Recurrent and persistent hematuria with focal and segmental glomerular lesions
T47.4X2?,"Poisoning by other laxatives, intentional self-harm, episode of care unspecified"
S12.120?,"Other displaced dens fracture, episode of care unspecified"
S22.071?,"Stable burst fracture of T9-T10 vertebra, episode of care unspecified"
N90.7,Vulvar cyst
S36.408?,"Unspecified injury of other part of small intestine, episode of care unspecified"
S30.3XX?,"Contusion of anus, episode of care unspecified"
L89.316,Pressure-induced deep tissue damage of right buttock
